觀測時間,測站代碼,鄉鎮名稱,氣溫(°C),相對濕度(%),風速(m/s),時雨量(mm),日累積雨量(mm)
2026-08-25T16:00:00+08:00,C0TA40,秀林鄉,21.7,99.0,0.9,14.5,
2026-08-25T16:00:00+08:00,C0T960,光復鄉,25.6,96.0,0.0,7.5,
2026-08-25T16:00:00+08:00,C0T9I0,豐濱鄉,25.5,97.0,1.0,3.5,
2026-08-25T16:00:00+08:00,C0Z061,玉里鎮,26.1,94.0,1.1,6.5,
2026-08-25T16:00:00+08:00,C0Z160,鳳林鎮,25.8,95.0,1.5,7.5,
2026-08-25T16:00:00+08:00,C0Z170,卓溪鄉,26.4,89.0,1.6,7.5,
2026-08-25T16:00:00+08:00,C0Z180,新城鄉,26.1,95.0,1.0,6.5,
2026-08-25T16:00:00+08:00,C0Z200,萬榮鄉,26.0,91.0,0.5,4.0,
2026-08-25T16:00:00+08:00,C0Z210,瑞穗鄉,26.2,97.0,0.2,4.5,
2026-08-25T16:00:00+08:00,C0T9N0,富里鄉,26.3,91.0,0.6,15.0,
2026-08-25T16:00:00+08:00,C2TB30,吉安鄉,26.1,97.0,0.4,7.5,
2026-08-25T16:00:00+08:00,466990,花蓮市,26.7,95.0,2.0,11.0,
2026-08-25T16:10:00+08:00,466990,花蓮市,26.7,96.0,1.9,11.5,
2026-08-25T16:10:00+08:00,C2TB30,吉安鄉,26.1,97.0,0.5,7.5,
2026-08-25T16:20:00+08:00,466990,花蓮市,26.6,96.0,2.3,11.5,
2026-08-25T16:20:00+08:00,C2TB30,吉安鄉,26.0,96.0,0.6,7.5,
2026-08-25T16:30:00+08:00,466990,花蓮市,26.6,96.0,2.6,11.5,
2026-08-25T16:30:00+08:00,C2TB30,吉安鄉,26.0,97.0,0.5,8.0,
2026-08-25T16:40:00+08:00,466990,花蓮市,26.5,96.0,2.2,11.5,
2026-08-25T16:40:00+08:00,C2TB30,吉安鄉,26.0,96.0,0.5,8.0,
2026-08-25T16:50:00+08:00,466990,花蓮市,26.4,95.0,2.4,11.5,
2026-08-25T16:50:00+08:00,C2TB30,吉安鄉,26.1,97.0,0.3,8.0,
2026-08-25T17:00:00+08:00,C0TA40,秀林鄉,21.4,99.0,1.4,15.5,
2026-08-25T17:00:00+08:00,C0T960,光復鄉,25.6,96.0,0.0,7.5,
2026-08-25T17:00:00+08:00,C0T9I0,豐濱鄉,25.3,98.0,0.7,4.0,
2026-08-25T17:00:00+08:00,C0Z061,玉里鎮,25.7,95.0,0.5,6.5,
2026-08-25T17:00:00+08:00,C0Z160,鳳林鎮,25.8,96.0,0.8,8.0,
2026-08-25T17:00:00+08:00,C0Z170,卓溪鄉,25.9,94.0,0.0,8.0,
2026-08-25T17:00:00+08:00,C0Z180,新城鄉,25.7,94.0,2.9,7.5,
2026-08-25T17:00:00+08:00,C0Z200,萬榮鄉,25.8,95.0,0.0,4.5,
2026-08-25T17:00:00+08:00,C0Z210,瑞穗鄉,25.4,97.0,1.2,5.0,
2026-08-25T17:00:00+08:00,C0T9N0,富里鄉,25.4,96.0,1.4,15.0,
2026-08-25T17:00:00+08:00,C2TB30,吉安鄉,26.0,97.0,0.5,8.0,
2026-08-25T17:00:00+08:00,466990,花蓮市,26.4,95.0,2.6,11.5,
2026-08-25T17:10:00+08:00,466990,花蓮市,26.3,95.0,3.0,11.5,
2026-08-25T17:10:00+08:00,C2TB30,吉安鄉,25.9,96.0,0.5,8.0,
2026-08-25T17:20:00+08:00,466990,花蓮市,26.4,94.0,2.3,11.5,
2026-08-25T17:20:00+08:00,C2TB30,吉安鄉,25.8,96.0,0.5,8.0,
2026-08-25T17:30:00+08:00,466990,花蓮市,26.4,95.0,2.7,11.5,
2026-08-25T17:30:00+08:00,C2TB30,吉安鄉,25.7,96.0,0.3,8.0,
2026-08-25T17:40:00+08:00,466990,花蓮市,26.3,95.0,2.7,11.5,
2026-08-25T17:40:00+08:00,C2TB30,吉安鄉,25.7,96.0,0.4,8.0,
2026-08-25T17:50:00+08:00,466990,花蓮市,26.3,95.0,2.6,11.5,
2026-08-25T17:50:00+08:00,C2TB30,吉安鄉,25.7,97.0,0.2,8.0,
2026-08-25T18:00:00+08:00,C0TA40,秀林鄉,21.4,99.0,1.8,16.5,
2026-08-25T18:00:00+08:00,C0T960,光復鄉,25.4,98.0,0.0,7.5,
2026-08-25T18:00:00+08:00,C0T9I0,豐濱鄉,24.8,98.0,1.0,4.5,
2026-08-25T18:00:00+08:00,C0Z061,玉里鎮,25.5,96.0,0.1,7.0,
2026-08-25T18:00:00+08:00,C0Z160,鳳林鎮,25.7,95.0,1.2,8.0,
2026-08-25T18:00:00+08:00,C0Z170,卓溪鄉,25.8,95.0,0.0,8.0,
2026-08-25T18:00:00+08:00,C0Z180,新城鄉,25.6,94.0,2.0,7.5,
2026-08-25T18:00:00+08:00,C0Z200,萬榮鄉,25.6,96.0,0.0,4.5,
2026-08-25T18:00:00+08:00,C0Z210,瑞穗鄉,25.4,98.0,1.0,5.0,
2026-08-25T18:00:00+08:00,C0T9N0,富里鄉,24.8,96.0,1.4,15.0,
2026-08-25T18:00:00+08:00,C2TB30,吉安鄉,25.7,97.0,0.5,8.0,
2026-08-25T18:00:00+08:00,466990,花蓮市,26.3,95.0,2.7,11.5,
2026-08-25T18:10:00+08:00,466990,花蓮市,26.3,96.0,2.9,11.5,
2026-08-25T18:10:00+08:00,C2TB30,吉安鄉,25.6,97.0,0.5,8.0,
2026-08-25T18:20:00+08:00,466990,花蓮市,26.3,96.0,1.9,11.5,
2026-08-25T18:20:00+08:00,C2TB30,吉安鄉,25.6,97.0,0.2,8.0,
2026-08-25T18:30:00+08:00,466990,花蓮市,26.2,96.0,1.4,11.5,
2026-08-25T18:30:00+08:00,C2TB30,吉安鄉,25.4,97.0,0.2,8.0,
2026-08-25T18:40:00+08:00,466990,花蓮市,26.2,97.0,1.2,11.5,
2026-08-25T18:40:00+08:00,C2TB30,吉安鄉,25.4,97.0,0.2,8.0,
2026-08-25T18:50:00+08:00,466990,花蓮市,26.2,96.0,1.7,11.5,
2026-08-25T18:50:00+08:00,C2TB30,吉安鄉,25.5,97.0,0.2,8.0,
2026-08-25T19:00:00+08:00,C0TA40,秀林鄉,21.5,97.0,1.8,17.0,
2026-08-25T19:00:00+08:00,C0T960,光復鄉,25.3,99.0,0.0,8.0,
2026-08-25T19:00:00+08:00,C0T9I0,豐濱鄉,24.7,99.0,1.4,4.5,
2026-08-25T19:00:00+08:00,C0Z061,玉里鎮,25.1,97.0,0.0,7.0,
2026-08-25T19:00:00+08:00,C0Z160,鳳林鎮,25.7,95.0,0.0,8.0,
2026-08-25T19:00:00+08:00,C0Z170,卓溪鄉,25.2,96.0,0.0,8.0,
2026-08-25T19:00:00+08:00,C0Z180,新城鄉,25.5,95.0,0.3,8.0,
2026-08-25T19:00:00+08:00,C0Z200,萬榮鄉,25.6,96.0,0.0,4.5,
2026-08-25T19:00:00+08:00,C0Z210,瑞穗鄉,25.1,99.0,0.1,5.0,
2026-08-25T19:00:00+08:00,C0T9N0,富里鄉,24.8,97.0,1.0,15.0,
2026-08-25T19:00:00+08:00,466990,花蓮市,26.1,96.0,1.9,11.5,
2026-08-25T19:00:00+08:00,C2TB30,吉安鄉,25.4,97.0,0.2,8.0,
2026-08-25T19:10:00+08:00,466990,花蓮市,26.1,96.0,1.9,11.5,
2026-08-25T19:10:00+08:00,C2TB30,吉安鄉,25.4,97.0,0.2,8.5,
2026-08-25T19:20:00+08:00,466990,花蓮市,26.0,96.0,1.9,11.5,
2026-08-25T19:20:00+08:00,C2TB30,吉安鄉,25.4,98.0,0.2,8.5,
2026-08-25T19:30:00+08:00,466990,花蓮市,26.0,96.0,1.9,11.5,
2026-08-25T19:30:00+08:00,C2TB30,吉安鄉,25.4,98.0,0.2,8.5,
2026-08-25T19:40:00+08:00,466990,花蓮市,26.1,95.0,1.7,11.5,
2026-08-25T19:40:00+08:00,C2TB30,吉安鄉,25.5,98.0,0.2,8.5,
2026-08-25T19:50:00+08:00,466990,花蓮市,26.1,95.0,0.6,11.5,
2026-08-25T19:50:00+08:00,C2TB30,吉安鄉,25.5,98.0,0.2,8.5,
2026-08-25T20:00:00+08:00,C0TA40,秀林鄉,22.2,94.0,1.7,17.0,
2026-08-25T20:00:00+08:00,C0T960,光復鄉,25.1,100.0,0.0,8.0,
2026-08-25T20:00:00+08:00,C0T9I0,豐濱鄉,24.6,99.0,0.2,4.5,
2026-08-25T20:00:00+08:00,C0Z061,玉里鎮,24.9,98.0,0.0,7.0,
2026-08-25T20:00:00+08:00,C0Z160,鳳林鎮,25.4,95.0,0.0,8.0,
2026-08-25T20:00:00+08:00,C0Z170,卓溪鄉,25.0,97.0,0.0,8.0,
2026-08-25T20:00:00+08:00,C0Z180,新城鄉,25.7,95.0,0.7,8.0,
2026-08-25T20:00:00+08:00,C0Z200,萬榮鄉,25.4,96.0,0.0,5.0,
2026-08-25T20:00:00+08:00,C0Z210,瑞穗鄉,25.2,99.0,0.0,5.0,
2026-08-25T20:00:00+08:00,C0T9N0,富里鄉,24.7,97.0,0.9,15.0,
2026-08-25T20:00:00+08:00,466990,花蓮市,26.2,95.0,1.1,11.5,
2026-08-25T20:00:00+08:00,C2TB30,吉安鄉,25.5,98.0,0.2,8.5,
2026-08-25T20:10:00+08:00,466990,花蓮市,26.2,95.0,0.8,11.5,
2026-08-25T20:10:00+08:00,C2TB30,吉安鄉,25.5,98.0,0.3,8.5,
2026-08-25T20:20:00+08:00,466990,花蓮市,26.0,96.0,1.5,11.5,
2026-08-25T20:20:00+08:00,C2TB30,吉安鄉,25.4,98.0,0.3,8.5,
2026-08-25T20:30:00+08:00,466990,花蓮市,26.0,96.0,1.6,11.5,
2026-08-25T20:30:00+08:00,C2TB30,吉安鄉,25.4,98.0,0.3,8.5,
2026-08-25T20:40:00+08:00,466990,花蓮市,26.0,97.0,1.9,11.5,
2026-08-25T20:40:00+08:00,C2TB30,吉安鄉,25.3,98.0,0.3,8.5,
2026-08-25T20:50:00+08:00,466990,花蓮市,26.0,97.0,1.6,11.5,
2026-08-25T20:50:00+08:00,C2TB30,吉安鄉,25.2,98.0,0.4,8.5,
2026-08-25T21:00:00+08:00,C0TA40,秀林鄉,22.1,92.0,0.8,17.0,
2026-08-25T21:00:00+08:00,C0T960,光復鄉,25.1,100.0,0.0,8.0,
2026-08-25T21:00:00+08:00,C0T9I0,豐濱鄉,24.6,99.0,0.6,4.5,
2026-08-25T21:00:00+08:00,C0Z061,玉里鎮,24.8,98.0,0.0,7.0,
2026-08-25T21:00:00+08:00,C0Z160,鳳林鎮,25.3,95.0,0.8,8.0,
2026-08-25T21:00:00+08:00,C0Z170,卓溪鄉,24.7,96.0,0.0,8.0,
2026-08-25T21:00:00+08:00,C0Z180,新城鄉,26.0,92.0,1.0,8.0,
2026-08-25T21:00:00+08:00,C0Z200,萬榮鄉,25.4,95.0,0.0,5.0,
2026-08-25T21:00:00+08:00,C0Z210,瑞穗鄉,25.0,100.0,0.0,5.0,
2026-08-25T21:00:00+08:00,C0T9N0,富里鄉,24.4,98.0,0.0,15.0,
2026-08-25T21:00:00+08:00,466990,花蓮市,26.0,97.0,2.4,11.5,
2026-08-25T21:00:00+08:00,C2TB30,吉安鄉,25.2,98.0,0.5,8.5,
2026-08-25T21:10:00+08:00,466990,花蓮市,25.9,98.0,2.3,11.5,
2026-08-25T21:10:00+08:00,C2TB30,吉安鄉,25.1,97.0,0.6,8.5,
2026-08-25T21:20:00+08:00,466990,花蓮市,25.9,98.0,2.3,11.5,
2026-08-25T21:20:00+08:00,C2TB30,吉安鄉,25.1,97.0,0.6,8.5,
2026-08-25T21:30:00+08:00,466990,花蓮市,25.8,98.0,2.2,11.5,
2026-08-25T21:30:00+08:00,C2TB30,吉安鄉,25.2,97.0,0.6,8.5,
2026-08-25T21:40:00+08:00,466990,花蓮市,25.9,98.0,1.3,11.5,
2026-08-25T21:40:00+08:00,C2TB30,吉安鄉,25.1,97.0,0.8,8.5,
2026-08-25T21:50:00+08:00,466990,花蓮市,25.9,98.0,1.6,11.5,
2026-08-25T21:50:00+08:00,C2TB30,吉安鄉,25.2,97.0,0.5,8.5,
2026-08-25T22:00:00+08:00,C0TA40,秀林鄉,22.1,92.0,0.4,17.0,
2026-08-25T22:00:00+08:00,C0T960,光復鄉,25.0,100.0,0.0,8.0,
2026-08-25T22:00:00+08:00,C0T9I0,豐濱鄉,24.6,99.0,0.8,4.5,
2026-08-25T22:00:00+08:00,C0Z061,玉里鎮,24.8,98.0,0.0,7.0,
2026-08-25T22:00:00+08:00,C0Z160,鳳林鎮,25.4,94.0,0.5,8.0,
2026-08-25T22:00:00+08:00,C0Z170,卓溪鄉,24.6,97.0,0.0,8.0,
2026-08-25T22:00:00+08:00,C0Z180,新城鄉,25.4,94.0,0.4,8.0,
2026-08-25T22:00:00+08:00,C0Z200,萬榮鄉,25.3,96.0,0.0,5.0,
2026-08-25T22:00:00+08:00,C0Z210,瑞穗鄉,25.1,99.0,0.9,5.0,
2026-08-25T22:00:00+08:00,C0T9N0,富里鄉,24.5,98.0,0.0,15.0,
2026-08-25T22:00:00+08:00,466990,花蓮市,25.9,98.0,1.5,11.5,
2026-08-25T22:00:00+08:00,C2TB30,吉安鄉,25.1,97.0,0.2,8.5,
2026-08-25T22:10:00+08:00,466990,花蓮市,25.9,98.0,1.4,11.5,
2026-08-25T22:10:00+08:00,C2TB30,吉安鄉,25.1,98.0,0.3,8.5,
2026-08-25T22:20:00+08:00,466990,花蓮市,25.9,98.0,2.5,11.5,
2026-08-25T22:20:00+08:00,C2TB30,吉安鄉,25.0,98.0,0.3,8.5,
2026-08-25T22:30:00+08:00,466990,花蓮市,25.8,98.0,1.7,11.5,
2026-08-25T22:30:00+08:00,C2TB30,吉安鄉,24.9,98.0,0.2,8.5,
2026-08-25T22:40:00+08:00,466990,花蓮市,25.9,98.0,2.1,11.5,
2026-08-25T22:40:00+08:00,C2TB30,吉安鄉,24.9,98.0,0.4,8.5,
2026-08-25T22:50:00+08:00,466990,花蓮市,25.9,98.0,2.8,11.5,
2026-08-25T22:50:00+08:00,C2TB30,吉安鄉,25.0,97.0,0.3,8.5,
2026-08-25T23:00:00+08:00,C0TA40,秀林鄉,21.6,93.0,1.0,17.0,
2026-08-25T23:00:00+08:00,C0T960,光復鄉,25.0,100.0,0.0,8.0,
2026-08-25T23:00:00+08:00,C0T9I0,豐濱鄉,24.6,99.0,0.2,4.5,
2026-08-25T23:00:00+08:00,C0Z061,玉里鎮,24.4,98.0,0.0,7.0,
2026-08-25T23:00:00+08:00,C0Z160,鳳林鎮,25.3,97.0,0.8,8.0,
2026-08-25T23:00:00+08:00,C0Z170,卓溪鄉,24.1,97.0,0.3,8.0,
2026-08-25T23:00:00+08:00,C0Z180,新城鄉,25.5,95.0,0.5,8.0,
2026-08-25T23:00:00+08:00,C0Z200,萬榮鄉,24.8,95.0,0.4,5.0,
2026-08-25T23:00:00+08:00,C0Z210,瑞穗鄉,25.0,99.0,0.0,5.0,
2026-08-25T23:00:00+08:00,C0T9N0,富里鄉,24.5,98.0,0.2,15.0,
2026-08-25T23:00:00+08:00,466990,花蓮市,25.7,97.0,2.8,11.5,
2026-08-25T23:00:00+08:00,C2TB30,吉安鄉,24.9,97.0,0.4,8.5,
2026-08-25T23:10:00+08:00,466990,花蓮市,25.7,97.0,2.0,11.5,
2026-08-25T23:10:00+08:00,C2TB30,吉安鄉,24.9,97.0,0.4,8.5,
2026-08-25T23:20:00+08:00,466990,花蓮市,25.7,97.0,2.2,11.5,
2026-08-25T23:20:00+08:00,C2TB30,吉安鄉,24.9,97.0,0.4,8.5,
2026-08-25T23:40:00+08:00,466990,花蓮市,25.6,97.0,3.1,11.5,
2026-08-25T23:40:00+08:00,C2TB30,吉安鄉,24.8,97.0,0.4,8.5,
2026-08-25T23:50:00+08:00,466990,花蓮市,25.6,98.0,3.1,11.5,
2026-08-25T23:50:00+08:00,C2TB30,吉安鄉,24.8,96.0,0.5,8.5,
2026-08-26T00:00:00+08:00,C0TA40,秀林鄉,21.6,91.0,1.1,17.0,
2026-08-26T00:00:00+08:00,C0T960,光復鄉,24.6,100.0,0.0,8.0,
2026-08-26T00:00:00+08:00,C0T9I0,豐濱鄉,24.8,98.0,0.9,4.5,
2026-08-26T00:00:00+08:00,C0Z061,玉里鎮,24.8,98.0,0.0,7.0,
2026-08-26T00:00:00+08:00,C0Z160,鳳林鎮,25.1,96.0,0.6,8.0,
2026-08-26T00:00:00+08:00,C0Z170,卓溪鄉,24.3,97.0,0.0,8.0,
2026-08-26T00:00:00+08:00,C0Z180,新城鄉,25.5,94.0,0.2,8.0,
2026-08-26T00:00:00+08:00,C0Z200,萬榮鄉,24.7,95.0,0.0,5.0,
2026-08-26T00:00:00+08:00,C0Z210,瑞穗鄉,24.9,100.0,0.0,5.0,
2026-08-26T00:00:00+08:00,C0T9N0,富里鄉,24.4,98.0,0.9,15.0,
2026-08-26T00:00:00+08:00,466990,花蓮市,25.5,98.0,3.0,11.5,
2026-08-26T00:00:00+08:00,C2TB30,吉安鄉,24.7,96.0,0.4,8.5,
2026-08-26T00:10:00+08:00,466990,花蓮市,25.5,98.0,2.8,0.0,
2026-08-26T00:10:00+08:00,C2TB30,吉安鄉,24.7,96.0,0.5,0.0,
2026-08-26T00:20:00+08:00,466990,花蓮市,25.4,98.0,3.2,0.0,
2026-08-26T00:20:00+08:00,C2TB30,吉安鄉,24.8,95.0,0.6,0.0,
2026-08-26T00:30:00+08:00,466990,花蓮市,25.4,98.0,3.4,0.0,
2026-08-26T00:30:00+08:00,C2TB30,吉安鄉,24.8,94.0,0.5,0.0,
2026-08-26T00:40:00+08:00,466990,花蓮市,25.6,98.0,3.9,0.0,
2026-08-26T00:40:00+08:00,C2TB30,吉安鄉,24.7,95.0,0.6,0.0,
2026-08-26T00:50:00+08:00,466990,花蓮市,25.6,98.0,3.6,0.0,
2026-08-26T00:50:00+08:00,C2TB30,吉安鄉,24.6,95.0,0.5,0.0,
2026-08-26T01:00:00+08:00,C0TA40,秀林鄉,22.5,82.0,1.2,0.0,
2026-08-26T01:00:00+08:00,C0T960,光復鄉,24.7,100.0,0.0,0.0,
2026-08-26T01:00:00+08:00,C0T9I0,豐濱鄉,24.4,99.0,1.3,0.0,
2026-08-26T01:00:00+08:00,C0Z061,玉里鎮,24.8,96.0,0.0,0.0,
2026-08-26T01:00:00+08:00,C0Z160,鳳林鎮,25.1,96.0,0.7,0.0,
2026-08-26T01:00:00+08:00,C0Z170,卓溪鄉,24.3,96.0,0.0,0.0,
2026-08-26T01:00:00+08:00,C0Z180,新城鄉,25.0,95.0,0.1,0.0,
2026-08-26T01:00:00+08:00,C0Z200,萬榮鄉,24.8,96.0,0.0,0.0,
2026-08-26T01:00:00+08:00,C0Z210,瑞穗鄉,25.0,100.0,0.0,0.0,
2026-08-26T01:00:00+08:00,C0T9N0,富里鄉,24.0,98.0,0.1,0.0,
2026-08-26T01:00:00+08:00,466990,花蓮市,25.6,98.0,3.6,0.0,
2026-08-26T01:00:00+08:00,C2TB30,吉安鄉,24.7,96.0,0.9,0.0,
2026-08-26T01:10:00+08:00,466990,花蓮市,25.5,98.0,4.0,0.0,
2026-08-26T01:10:00+08:00,C2TB30,吉安鄉,24.9,95.0,0.7,0.0,
2026-08-26T01:20:00+08:00,466990,花蓮市,25.5,98.0,5.0,0.0,
2026-08-26T01:20:00+08:00,C2TB30,吉安鄉,25.0,95.0,0.7,0.0,
2026-08-26T01:30:00+08:00,466990,花蓮市,25.5,98.0,4.3,0.0,
2026-08-26T01:30:00+08:00,C2TB30,吉安鄉,24.9,96.0,0.5,0.0,
2026-08-26T01:40:00+08:00,466990,花蓮市,25.5,98.0,4.0,0.0,
2026-08-26T01:40:00+08:00,C2TB30,吉安鄉,24.8,96.0,0.5,0.0,
2026-08-26T01:50:00+08:00,466990,花蓮市,25.5,98.0,4.3,0.0,
2026-08-26T01:50:00+08:00,C2TB30,吉安鄉,24.7,96.0,0.4,0.0,
2026-08-26T02:00:00+08:00,C0TA40,秀林鄉,22.1,86.0,0.7,0.0,
2026-08-26T02:00:00+08:00,C0T960,光復鄉,24.4,100.0,0.0,0.0,
2026-08-26T02:00:00+08:00,C0T9I0,豐濱鄉,24.4,98.0,1.1,0.0,
2026-08-26T02:00:00+08:00,C0Z061,玉里鎮,24.8,96.0,0.0,0.0,
2026-08-26T02:00:00+08:00,C0Z160,鳳林鎮,24.4,94.0,1.7,0.0,
2026-08-26T02:00:00+08:00,C0Z170,卓溪鄉,24.3,97.0,0.0,0.0,
2026-08-26T02:00:00+08:00,C0Z180,新城鄉,25.1,95.0,0.2,0.0,
2026-08-26T02:00:00+08:00,C0Z200,萬榮鄉,24.2,96.0,0.0,0.0,
2026-08-26T02:00:00+08:00,C0Z210,瑞穗鄉,24.8,100.0,0.0,0.0,
2026-08-26T02:00:00+08:00,C0T9N0,富里鄉,24.0,98.0,1.3,0.0,
2026-08-26T02:00:00+08:00,466990,花蓮市,25.5,98.0,3.9,0.0,
2026-08-26T02:00:00+08:00,C2TB30,吉安鄉,24.5,95.0,0.4,0.0,
2026-08-26T02:10:00+08:00,466990,花蓮市,25.5,98.0,3.2,0.0,
2026-08-26T02:10:00+08:00,C2TB30,吉安鄉,24.4,94.0,0.6,0.0,
2026-08-26T02:20:00+08:00,466990,花蓮市,25.4,97.0,4.4,0.0,
2026-08-26T02:20:00+08:00,C2TB30,吉安鄉,24.3,93.0,0.5,0.0,
2026-08-26T02:30:00+08:00,466990,花蓮市,25.3,97.0,3.8,0.0,
2026-08-26T02:30:00+08:00,C2TB30,吉安鄉,24.3,93.0,0.5,0.0,
2026-08-26T02:40:00+08:00,466990,花蓮市,25.2,97.0,3.6,0.0,
2026-08-26T02:40:00+08:00,C2TB30,吉安鄉,24.4,94.0,0.5,0.0,
2026-08-26T02:50:00+08:00,466990,花蓮市,25.1,97.0,3.2,0.0,
2026-08-26T02:50:00+08:00,C2TB30,吉安鄉,24.5,95.0,0.5,0.0,
2026-08-26T03:00:00+08:00,C0TA40,秀林鄉,21.2,93.0,0.8,0.0,
2026-08-26T03:00:00+08:00,C0T960,光復鄉,24.2,99.0,0.0,0.0,
2026-08-26T03:00:00+08:00,C0T9I0,豐濱鄉,24.4,97.0,1.4,0.0,
2026-08-26T03:00:00+08:00,C0Z061,玉里鎮,24.5,96.0,0.1,0.0,
2026-08-26T03:00:00+08:00,C0Z160,鳳林鎮,24.4,92.0,1.4,0.0,
2026-08-26T03:00:00+08:00,C0Z170,卓溪鄉,24.3,97.0,0.0,0.0,
2026-08-26T03:00:00+08:00,C0Z180,新城鄉,24.6,96.0,0.1,0.0,
2026-08-26T03:00:00+08:00,C0Z200,萬榮鄉,23.9,96.0,0.0,0.0,
2026-08-26T03:00:00+08:00,C0Z210,瑞穗鄉,24.8,100.0,0.2,0.0,
2026-08-26T03:00:00+08:00,C0T9N0,富里鄉,24.1,97.0,1.2,0.0,
2026-08-26T03:00:00+08:00,466990,花蓮市,25.2,97.0,3.2,0.0,
2026-08-26T03:00:00+08:00,C2TB30,吉安鄉,24.4,91.0,0.6,0.0,
2026-08-26T03:10:00+08:00,466990,花蓮市,25.2,97.0,3.5,0.0,
2026-08-26T03:10:00+08:00,C2TB30,吉安鄉,24.6,90.0,0.7,0.0,
2026-08-26T03:20:00+08:00,466990,花蓮市,25.2,97.0,2.8,0.0,
2026-08-26T03:20:00+08:00,C2TB30,吉安鄉,24.5,90.0,0.6,0.0,
2026-08-26T03:30:00+08:00,466990,花蓮市,25.1,97.0,3.1,0.0,
2026-08-26T03:30:00+08:00,C2TB30,吉安鄉,24.5,91.0,0.7,0.0,
2026-08-26T03:40:00+08:00,466990,花蓮市,25.0,97.0,1.9,0.0,
2026-08-26T03:40:00+08:00,C2TB30,吉安鄉,24.2,92.0,0.8,0.0,
2026-08-26T03:50:00+08:00,466990,花蓮市,25.0,97.0,1.3,0.0,
2026-08-26T03:50:00+08:00,C2TB30,吉安鄉,24.2,93.0,0.8,0.0,
2026-08-26T04:00:00+08:00,C0TA40,秀林鄉,21.0,94.0,0.4,0.0,
2026-08-26T04:00:00+08:00,C0T960,光復鄉,23.8,99.0,0.0,0.0,
2026-08-26T04:00:00+08:00,C0T9I0,豐濱鄉,24.6,96.0,1.3,0.0,
2026-08-26T04:00:00+08:00,C0Z061,玉里鎮,24.4,96.0,0.6,0.0,
2026-08-26T04:00:00+08:00,C0Z160,鳳林鎮,23.7,94.0,0.7,0.0,
2026-08-26T04:00:00+08:00,C0Z170,卓溪鄉,24.0,97.0,0.0,0.0,
2026-08-26T04:00:00+08:00,C0Z180,新城鄉,24.6,94.0,0.0,0.0,
2026-08-26T04:00:00+08:00,C0Z200,萬榮鄉,23.7,96.0,0.0,0.0,
2026-08-26T04:00:00+08:00,C0Z210,瑞穗鄉,24.7,100.0,0.4,0.0,
2026-08-26T04:00:00+08:00,C0T9N0,富里鄉,23.9,96.0,1.3,0.0,
2026-08-26T04:00:00+08:00,466990,花蓮市,25.0,97.0,1.9,0.0,
2026-08-26T04:00:00+08:00,C2TB30,吉安鄉,24.2,92.0,0.7,0.0,
2026-08-26T04:10:00+08:00,466990,花蓮市,24.9,97.0,2.4,0.0,
2026-08-26T04:10:00+08:00,C2TB30,吉安鄉,24.2,93.0,0.5,0.0,
2026-08-26T04:20:00+08:00,466990,花蓮市,24.9,97.0,2.3,0.0,
2026-08-26T04:20:00+08:00,C2TB30,吉安鄉,24.2,95.0,0.4,0.0,
2026-08-26T04:30:00+08:00,466990,花蓮市,24.9,98.0,2.9,0.0,
2026-08-26T04:30:00+08:00,C2TB30,吉安鄉,24.2,93.0,0.9,0.0,
